BPM,KEY,METER,VOCAL GENDER,VOCAL PRESENCE,main_genres,sub_genres,FREE GENRES,simple_moods,moods,character ,MOVEMENT ,VALENCE,AROUSAL,ENERGY LEVEL,EMOTIONAL PROFILE,ENERGY DYNAMICS,EMOTIONAL DYNAMICS,INSTRUMENTS ,INSTRUMENTS PRESENCE,BRAND VALUES ,AUGMENTED KEYWORDS,"AUTO-DESCRIPTION
*(needs to be booked separately)",MUSICAL ERA,"LYRIC TAGS
*(needs to be booked separately)","LYRIC EXPLICITNESS
*(needs to be booked separately)",LYRIC AI TRANSCRIPT,VOICE OVER,"MOST SIGNIFICANT PART
(The most striking part of the song)"
,,,,,,,Magyar Alternative,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Magyar Mulatos,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Magyar Musicalek,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Magyar Retro Dance,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Magyar Trap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mahraganat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Maine Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Maine Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mainland Chinese Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mainland Se Asia Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Makina,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Makossa,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Malang Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Malawian Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Malawian Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Malay Rap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Malayalam Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Malayalam Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Malayalam Worship,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Malaysian Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Malaysian Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Malaysian Mandopop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Malaysian Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Malaysian Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Malaysian Punk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Malaysian Tamil Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Malian Blues,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mallet,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mallsoft,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Malmo Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Maloya,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Maltese Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Maltese Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Maluku Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mambo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mambo Chileno,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Man'S Orchestra,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Manchester Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Manchester Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mande Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mandible,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mandolin,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mandopop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Manele,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Manguebeat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Manila Sound,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Manipuri Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Manitoba Country,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Manitoba Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Manso Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mantra,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Maracatu,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Marathi Devotional,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Marathi Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Marathi Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Marathi Traditional,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Marching Band,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mariachi,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mariachi Cristiano,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Marimba,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Marimba De Guatemala,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Marimba Mexicana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Marimba Orquesta,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Marrabenta,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Martial Industrial,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mashup,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Maskandi,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Math Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Math Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mathcore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mbalax,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mbira,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Medieval,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Medieval Ensemble,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Medieval Folk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Medieval Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Meditation,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Medway Sound,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mega Funk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Melancholia,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Melanesian Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Melbourne Bounce,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Melbourne Bounce International,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Melbourne Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mellow Gold,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Melodic Black Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Melodic Deathcore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Melodic Dubstep,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Melodic Groove Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Melodic Hard Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Melodic Hardcore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Melodic Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Melodic Metalcore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Melodic Power Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Melodic Rap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Melodic Techno,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Melodic Thrash,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Melodipop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Meme Rap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Memphis Americana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Memphis Blues,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Memphis Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Memphis Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Memphis Soul,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Men Chika,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mento,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Merengue,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Merengue Tipico,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Merida Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Merseybeat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Messianic Praise,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mestissatge,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Metal Catala,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Metal Colombiano,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Metal Ecuatoriano,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Metal Gaucho,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Metal Gotico,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Metal Guitar,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Metal Mineiro,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Metal Paranaense,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Metalcore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Metallic Hardcore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Metropopolis,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mevlevi Sufi,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican Classic Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican Classical,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican Death Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican EDM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican Electronic,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican Experimental,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican Hardcore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican Pop Punk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican Post-Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican Rock-And-Roll,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican Son,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican Tech House,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican Techno,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican Thrash Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mexican Traditional,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mgp,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mgpjr,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Miami Bass,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Miami Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Miami Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Miami Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Michigan Folk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Michigan Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Microhouse,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Microtonal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Middle Earth,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Middle East Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Midwest Americana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Midwest Emo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Milan Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Military Band,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Military Cadence,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Military Rap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Milwaukee Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Milwaukee Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mindfulness,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Minecraft,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Minimal DnB,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Minimal Dub,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Minimal Dubstep,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Minimal Melodic Techno,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Minimal Synth,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Minimal Tech House,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Minimal Techno,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Minimal Wave,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Minimalism,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Minneapolis Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Minneapolis Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Minneapolis Punk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Minneapolis Sound,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Minnesota Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mississippi Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mississippi Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Missouri Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mizrahi,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mluvene Slovo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mod Revival,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Alternative Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Alternative Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Big Band,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Blues,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Blues Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Bollywood,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Cello,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Chamber Music,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Country Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Darkwave,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Dream Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Electroacoustic,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Enka,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Folk Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Free Jazz,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Funk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Goth,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Hard Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Indie Folk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Indie Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Jangle Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Jazz Piano,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Jazz Trio,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Old-Time,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Performance,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Power Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Progressive Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Psychedelic Folk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Reggae,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Salsa,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Ska Punk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Southern Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern String Quartet,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Swing,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modern Uplift,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Moderne Ludovky,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modular Synth,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Modular Techno,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Moldovan Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mollywood,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mongolian Alternative,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mongolian Folk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mongolian Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mongolian Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Montana Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Montana Roots,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Montenegrin Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Monterrey Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Montreal Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Moog,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Moombahton,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Morelos Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Morna,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Moroccan Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Motivation,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Motown,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mountain Dulcimer,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Movie Tunes,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mpb,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mpb Gospel,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Multidisciplinary,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mumbai Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mundart,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Munich Electronic,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Munich Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Murcia Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Murga,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Music Box,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Music Hall,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Acoriana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Afroperuana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Alagoana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Andina,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Andina Chilena,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Andina Colombiana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Andorra,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Angolana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Antigua,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Aragonesa,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Ayacuchana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Baiana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Blumenauense,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Brasiliense,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Cabo-Verdiana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Calabrese,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Campineira,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Campista,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Canaria,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Capixaba,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Caririense,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Catalana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Catarinense,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Cearense,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Colombiana Instrumental,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Costarricense,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Costena,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Criolla,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Crista Reformada,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Cristiana Guatemalteca,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica De Fondo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica De Intervencao,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Eletronica Brasileira,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Eletronica Gospel,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Etnica,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Evangelica Instrumental,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Feirense,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Folk Asturiana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Gaucha,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Gaucha Tradicionalista,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Goiana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Hondurena,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Indigena Brasileira,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Indigena Latinoamericana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Indigena Mexicana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Infantil,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Infantil Catala,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Istmena,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Jibara,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Juiz-Forana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Llanera,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Lombarda,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Londrinense,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Madeirense,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Mallorquina,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Mapuche,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Maranhense,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Mexicana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Michoacana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Mocambicana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Nicaraguense,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Nortena Chilena,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Nublensina,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Occitana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Otavalena,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Para Criancas,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Para Ninos,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Paraibana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Paranaense,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Per Bambini,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Pernambucana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Piauiense,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Popular Amazonense,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Popular Colombiana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Popular Mineira,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Popular Paraense,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Popular Uruguaya,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Portuguesa Contemporanea,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Potiguar,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Potosina,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Prehispanica,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Rondoniense,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Santomense,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Sarda,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Sergipana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Sinfonica,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Sul-Mato-Grossense,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Tabasquena,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Tradicional Cubana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Tradicional Dominicana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Triste Brasileira,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Tropical Guatemalteca,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Valenciana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Wixarika,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musica Yucateca,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musical Advocacy,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musicas Espiritas,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musiikkia Lapista,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musiikkia Lapsille,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musik Anak-Anak,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musikkorps,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musique Acadienne,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musique Ancienne,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musique Comorienne,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musique Concrete,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musique Guadeloupe,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musique Mahoraise,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musique Mandingue,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musique Mariage Algerien,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musique Militaire,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musique Peule,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Musique Pour Enfant Quebecois,,,,,,,,,,,,,,,,,,,,,
